radius_arr,dot_radius_arr,time_arr,dot_mass_arr,mass_out_arr,total_mass_arr,luminosity_AGN_arr
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.020292222547493813,4588.3517335508695,4183.775039119609,18937.2759267405,82048473.25447296,821473336.1122936,745213.6222359182
0.020999144270994193,4588.3036836372,4334.71434419145,18937.093666279332,84906838.24626076,850127060.8045819,745213.6222359182
0.021706218027286384,4588.264740287299,4485.687536853678,18936.94899383138,87765820.39081822,878789371.7312996,745213.6222359182
0.022413445119099762,4588.233230932291,4636.694624714441,18936.835006393714,90625424.95714465,907460323.2436897,745213.6222359182
0.023120826618205387,4588.20780798622,4787.735615383598,18936.746142225136,93485656.28038563,936139960.3339242,745213.6222359182
0.023828363409826244,4588.1873805206205,4938.810516472713,18936.677898855567,96346517.94143453,964828320.46845,745213.6222359182
0.024536056227816776,4588.171061513126,5089.919335595064,18936.62661537203,99208012.90911964,993525434.9562798,745213.6222359182
0.02524390568269103,4588.15812683683,5241.062080365631,18936.58930316066,102070143.65361153,1022231330.1635684,745213.6222359182
0.025951912284073068,4588.1479831701645,5392.238758401112,18936.563513465182,104932912.23706633,1050946028.2907449,745213.6222359182
0.026660076458769534,4588.140142734318,5543.449377319908,18936.547233123856,107796320.38680324,1079669548.2082272,745213.6222359182
0.027368398565385976,4588.134203292335,5694.693944742135,18936.53880202219,110660369.55448352,1108401906.128177,745213.6222359182
0.028076878906199337,4588.129832229316,5845.972468289617,18936.536847389136,113525060.96390562,1137143115.8756468,745213.6222359182
0.028785517736840918,4588.126753817363,5997.28495558589,18936.54023123719,116390395.65026768,1165893189.3915467,745213.6222359182
0.029494315274223623,4588.124738979986,6148.631414256202,18936.548008118283,119256374.4922843,1194652137.1177068,745213.6222359182
0.030203271703054785,4588.1235970287935,6300.011851927515,18936.559391019568,122122998.23833834,1223419968.078685,745213.6222359182
0.03091238718120468,4588.123168964414,6451.426276228497,18936.573723715104,124990267.5284748,1252196690.3863068,745213.6222359182
0.03162166184414545,4588.1233220240465,6602.874694789537,18936.59045826259,127858182.91197504,1280982311.045454,745213.6222359182
0.03233109580863189,4588.123945227051,6754.357115242729,18936.60913661913,130726744.86261818,1309776836.4816647,745213.6222359182
0.033040689175761764,4588.1249457230515,6905.873545221888,18936.629375569228,133595953.79072413,1338580272.3343015,745213.6222359182
0.03375044203352654,4588.1262457879875,7057.423992362536,18936.650854326883,136465810.0537362,1367392623.8288817,745213.6222359182
0.03446035445894221,4588.127780345371,7209.008464301915,18936.67330430533,139336313.9646525,1396213895.6789274,745213.6222359182
